Entry Number,Broker Reference,Customer Name,Customer Code,Entry Filed Date,Release Date,Summary Date,Port of Entry,Port of Lading,Mode of Transport,Carrier,Bill of Lading,Container Number,Country of Origin Code,Country of Origin,MID,Invoice Tariff Line,Invoice Tariff - HTS Code,Invoice Tariff - Description,Invoice Line - Units,Invoice Line - UOM,Invoice Tariff - Entered Value,Invoice Tariff - Duty Rate (%),Invoice Tariff - Duty,Section 301 Code,Section 301 Duty,IEEPA Code,IEEPA Duty,MPF,HMF,"Total Duty, Taxes, Fees & Penalties",On Hold,Hold Reason,Pay Type,Entry Type
59561822524,BQMJ49877173502,Pacific Coast Apparel,PCA,2025-03-23,2025-03-24,2025-04-03,1701 (Charleston),CNSHA (Shanghai),Ocean,ONE,MSKU6282827,TVBM3122120,CN,China,CNMNA69696,3,6204.62.4011,"Women's trousers, cotton",2457,DOZ,72588.44,16.6,12049.68,9903.88.03,18147.11,9903.01.25,14517.69,251.45,90.74,45056.67,No,,Statement,06 - FTZ
59561822545,BQMJ33383572503,Pacific Coast Apparel,PCA,2024-11-09,2024-11-10,2024-11-21,5301 (Houston),CNSHA (Shanghai),Ocean,MSC,MSKU4083390,ASZJ6362046,CN,China,CNVXD53185,1,6205.20.2065,"Men's shirts, cotton",670,DOZ,14234.72,19.7,2804.24,9903.88.15,1067.6,,0.0,49.31,17.79,3938.94,No,,Daily,01 - Consumption
59561822545,BQMJ33383572503,Pacific Coast Apparel,PCA,2024-11-09,2024-11-10,2024-11-21,5301 (Houston),CNSHA (Shanghai),Ocean,MSC,MSKU4083390,ASZJ6362046,CN,China,CNVXD53185,2,4202.22.8050,"Handbags, outer surface textile",2970,NMB,18751.68,17.6,3300.3,9903.88.03,4687.92,,0.0,64.96,23.44,8076.62,No,,Daily,01 - Consumption
59561822554,BQMJ74438430985,Summit Athletic Gear,SAG,2024-10-22,2024-10-24,2024-10-31,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU7269340,BLPV4628399,CN,China,CNUEK91915,1,6211.33.0056,"Men's track suits, man-made fibers",4611,DOZ,85975.87,16.0,13756.14,9903.88.15,6448.19,,0.0,297.82,107.47,20609.62,No,,Daily,01 - Consumption
59561822554,BQMJ74438430985,Summit Athletic Gear,SAG,2024-10-22,2024-10-24,2024-10-31,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU7269340,BLPV4628399,CN,China,CNUEK91915,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",4657,PRS,140383.12,20.0,28076.62,9903.88.03,35095.78,,0.0,486.29,175.48,63834.17,No,,Statement,06 - FTZ
59561822583,BQMJ49293418615,Meridian Home Furnishings,MHF,2024-11-17,2024-11-20,2024-11-27,2704 (Los Angeles),CNSHA (Shanghai),Ocean,COSCO,MSKU4442402,PHCQ9979203,CN,China,CNZBF66394,1,9405.42.8200,"Luminaires and lighting, LED",1563,NMB,64886.55,3.9,2530.58,9903.88.15,4866.49,,0.0,224.77,81.11,7702.95,No,,Statement,01 - Consumption
59561822583,BQMJ49293418615,Meridian Home Furnishings,MHF,2024-11-17,2024-11-20,2024-11-27,2704 (Los Angeles),CNSHA (Shanghai),Ocean,COSCO,MSKU4442402,PHCQ9979203,CN,China,CNZBF66394,2,9404.90.2000,Pillows and cushions,2518,NMB,135218.57,6.0,8113.11,9903.88.15,10141.39,,0.0,468.4,169.02,18891.92,No,,Daily,01 - Consumption
59561822583,BQMJ49293418615,Meridian Home Furnishings,MHF,2024-11-17,2024-11-20,2024-11-27,2704 (Los Angeles),CNSHA (Shanghai),Ocean,COSCO,MSKU4442402,PHCQ9979203,CN,China,CNZBF66394,3,9405.42.8200,"Luminaires and lighting, LED",269,NMB,113245.06,3.9,4416.56,9903.88.03,28311.26,,0.0,392.28,141.56,33261.66,No,,Daily,01 - Consumption
59561822619,BQRS69603011627,Summit Athletic Gear,SAG,2024-10-25,2024-10-28,2024-11-08,1001 (New York/Newark),BDCGP (Chittagong),Ocean,ONE,MSKU1777932,DAEV5037874,BD,Bangladesh,BDVRN41367,1,9506.62.8040,Inflatable balls,3176,NMB,1108.07,0.0,0.0,,0.0,,0.0,31.67,1.39,33.06,No,,Statement,01 - Consumption
59561822619,BQRS69603011627,Summit Athletic Gear,SAG,2024-10-25,2024-10-28,2024-11-08,1001 (New York/Newark),BDCGP (Chittagong),Ocean,ONE,MSKU1777932,DAEV5037874,BD,Bangladesh,BDVRN41367,2,6211.33.0056,"Men's track suits, man-made fibers",142,DOZ,39146.6,16.0,6263.46,,0.0,,0.0,135.6,48.93,6447.99,Yes,FDA Hold,Statement,06 - FTZ
59561822651,BQNK15964413911,Pacific Coast Apparel,PCA,2024-12-14,2024-12-17,2024-12-24,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU8996556,TPYF9446750,VN,Vietnam,VNAFZ35366,1,6104.63.2006,"Women's trousers, synthetic, knitted",4317,DOZ,146427.15,28.2,41292.46,,0.0,,0.0,507.22,183.03,41982.71,No,,Statement,01 - Consumption
59561822651,BQNK15964413911,Pacific Coast Apparel,PCA,2024-12-14,2024-12-17,2024-12-24,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU8996556,TPYF9446750,VN,Vietnam,VNAFZ35366,2,6104.63.2006,"Women's trousers, synthetic, knitted",3781,DOZ,4916.61,28.2,1386.48,,0.0,,0.0,31.67,6.15,1424.3,No,,Statement,01 - Consumption
59561822651,BQNK15964413911,Pacific Coast Apparel,PCA,2024-12-14,2024-12-17,2024-12-24,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU8996556,TPYF9446750,VN,Vietnam,VNAFZ35366,3,6205.20.2065,"Men's shirts, cotton",4105,DOZ,8031.19,19.7,1582.14,,0.0,,0.0,31.67,10.04,1623.85,No,,Daily,01 - Consumption
59561822651,BQNK15964413911,Pacific Coast Apparel,PCA,2024-12-14,2024-12-17,2024-12-24,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU8996556,TPYF9446750,VN,Vietnam,VNAFZ35366,4,6104.63.2006,"Women's trousers, synthetic, knitted",3255,DOZ,21221.99,28.2,5984.6,,0.0,,0.0,73.51,26.53,6084.64,Yes,Value Inquiry,Daily,01 - Consumption
59561822693,BQMJ69611394896,Pacific Coast Apparel,PCA,2025-03-24,2025-03-25,2025-04-05,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU1231049,JWKU9784207,VN,Vietnam,VNBXM16153,1,6109.10.0040,"T-shirts, cotton, men's",3036,DOZ,26192.81,16.5,4321.81,,0.0,9903.02.46,12048.69,90.73,32.74,16493.97,No,,Daily,01 - Consumption
59561822693,BQMJ69611394896,Pacific Coast Apparel,PCA,2025-03-24,2025-03-25,2025-04-05,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU1231049,JWKU9784207,VN,Vietnam,VNBXM16153,2,6104.63.2006,"Women's trousers, synthetic, knitted",200,DOZ,63632.32,28.2,17944.31,,0.0,9903.02.46,29270.87,220.42,79.54,47515.14,No,,Daily,01 - Consumption
59561822693,BQMJ69611394896,Pacific Coast Apparel,PCA,2025-03-24,2025-03-25,2025-04-05,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU1231049,JWKU9784207,VN,Vietnam,VNBXM16153,3,6109.10.0040,"T-shirts, cotton, men's",2348,DOZ,15579.02,16.5,2570.54,,0.0,9903.02.46,7166.35,53.97,19.47,9810.33,No,,Daily,06 - FTZ
59561822707,BQLP91623210252,Meridian Home Furnishings,MHF,2024-10-11,2024-10-11,2024-10-22,2809 (Long Beach),CNSHA (Shanghai),Ocean,ONE,MSKU5336549,GNLO5558809,CN,China,CNXNF64588,1,9405.42.8200,"Luminaires and lighting, LED",4427,NMB,56883.43,3.9,2218.45,9903.88.03,14220.86,,0.0,197.04,71.1,16707.45,No,,Statement,01 - Consumption
59561822707,BQLP91623210252,Meridian Home Furnishings,MHF,2024-10-11,2024-10-11,2024-10-22,2809 (Long Beach),CNSHA (Shanghai),Ocean,ONE,MSKU5336549,GNLO5558809,CN,China,CNXNF64588,2,9403.60.8081,"Wooden furniture, other",585,NMB,100659.96,0.0,0.0,9903.88.03,25164.99,,0.0,348.69,125.82,25639.5,No,,Daily,06 - FTZ
59561822707,BQLP91623210252,Meridian Home Furnishings,MHF,2024-10-11,2024-10-11,2024-10-22,2809 (Long Beach),CNSHA (Shanghai),Ocean,ONE,MSKU5336549,GNLO5558809,CN,China,CNXNF64588,3,9405.42.8200,"Luminaires and lighting, LED",469,NMB,48366.38,3.9,1886.29,9903.88.15,3627.48,,0.0,167.54,60.46,5741.77,No,,Daily,01 - Consumption
59561822707,BQLP91623210252,Meridian Home Furnishings,MHF,2024-10-11,2024-10-11,2024-10-22,2809 (Long Beach),CNSHA (Shanghai),Ocean,ONE,MSKU5336549,GNLO5558809,CN,China,CNXNF64588,4,9404.90.2000,Pillows and cushions,209,NMB,79915.05,6.0,4794.9,9903.88.03,19978.76,,0.0,276.83,99.89,25150.38,No,,Statement,06 - FTZ
59561822707,BQLP91623210252,Meridian Home Furnishings,MHF,2024-10-11,2024-10-11,2024-10-22,2809 (Long Beach),CNSHA (Shanghai),Ocean,ONE,MSKU5336549,GNLO5558809,CN,China,CNXNF64588,5,7009.92.5000,"Glass mirrors, framed",1427,NMB,138390.76,3.9,5397.24,9903.88.15,10379.31,,0.0,479.39,172.99,16428.93,No,,Statement,06 - FTZ
59561822707,BQLP91623210252,Meridian Home Furnishings,MHF,2024-10-11,2024-10-11,2024-10-22,2809 (Long Beach),CNSHA (Shanghai),Ocean,ONE,MSKU5336549,GNLO5558809,CN,China,CNXNF64588,6,9401.71.0011,Upholstered metal-frame seating,1048,NMB,63031.1,0.0,0.0,9903.88.15,4727.33,,0.0,218.34,78.79,5024.46,Yes,PGA Review,Daily,01 - Consumption
59561822748,BQRS48988968475,Pacific Coast Apparel,PCA,2025-03-12,2025-03-12,2025-03-20,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU9019850,RKDM5622848,VN,Vietnam,VNZGF24576,1,6104.63.2006,"Women's trousers, synthetic, knitted",1312,DOZ,67712.66,28.2,19094.97,,0.0,9903.02.46,31147.82,234.56,84.64,50561.99,No,,Statement,01 - Consumption
59561822748,BQRS48988968475,Pacific Coast Apparel,PCA,2025-03-12,2025-03-12,2025-03-20,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU9019850,RKDM5622848,VN,Vietnam,VNZGF24576,2,4202.22.8050,"Handbags, outer surface textile",3922,NMB,61571.11,17.6,10836.52,,0.0,9903.02.46,28322.71,213.28,76.96,39449.47,No,,Daily,01 - Consumption
59561822748,BQRS48988968475,Pacific Coast Apparel,PCA,2025-03-12,2025-03-12,2025-03-20,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU9019850,RKDM5622848,VN,Vietnam,VNZGF24576,3,6205.20.2065,"Men's shirts, cotton",4276,DOZ,41499.14,19.7,8175.33,,0.0,9903.02.46,19089.6,143.75,51.87,27460.55,No,,Daily,01 - Consumption
59561822748,BQRS48988968475,Pacific Coast Apparel,PCA,2025-03-12,2025-03-12,2025-03-20,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU9019850,RKDM5622848,VN,Vietnam,VNZGF24576,4,6110.20.2079,"Cotton pullovers, knitted",2730,DOZ,66611.58,16.5,10990.91,,0.0,9903.02.46,30641.33,230.74,83.26,41946.24,No,,Daily,01 - Consumption
59561822791,BQLP69453081938,Meridian Home Furnishings,MHF,2025-03-25,2025-03-28,2025-04-08,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU6764699,RHGO8078489,VN,Vietnam,VNKEE89574,1,6304.93.0000,"Furnishing articles, of synthetic fibers",1337,KGM,20722.99,9.3,1927.24,,0.0,9903.02.46,9532.58,71.78,25.9,11557.5,No,,Daily,01 - Consumption
59561822791,BQLP69453081938,Meridian Home Furnishings,MHF,2025-03-25,2025-03-28,2025-04-08,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU6764699,RHGO8078489,VN,Vietnam,VNKEE89574,2,9401.71.0011,Upholstered metal-frame seating,3560,NMB,100097.98,0.0,0.0,,0.0,9903.02.46,46045.07,346.74,125.12,46516.93,No,,Daily,01 - Consumption
59561822818,BQNK44312588790,Meridian Home Furnishings,MHF,2025-01-20,2025-01-21,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4403907,VRPK3602738,VN,Vietnam,VNJWL75666,1,9403.60.8081,"Wooden furniture, other",4622,NMB,62135.83,0.0,0.0,,0.0,,0.0,215.24,77.67,292.91,No,,Statement,01 - Consumption
59561822818,BQNK44312588790,Meridian Home Furnishings,MHF,2025-01-20,2025-01-21,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4403907,VRPK3602738,VN,Vietnam,VNJWL75666,2,9403.60.8081,"Wooden furniture, other",2962,NMB,60515.9,0.0,0.0,,0.0,,0.0,209.63,75.64,285.27,No,,Statement,01 - Consumption
59561822818,BQNK44312588790,Meridian Home Furnishings,MHF,2025-01-20,2025-01-21,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4403907,VRPK3602738,VN,Vietnam,VNJWL75666,3,9403.60.8081,"Wooden furniture, other",4029,NMB,97947.57,0.0,0.0,,0.0,,0.0,339.29,122.43,461.72,No,,Daily,01 - Consumption
59561822818,BQNK44312588790,Meridian Home Furnishings,MHF,2025-01-20,2025-01-21,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4403907,VRPK3602738,VN,Vietnam,VNJWL75666,4,6304.93.0000,"Furnishing articles, of synthetic fibers",1203,KGM,72415.48,9.3,6734.64,,0.0,,0.0,250.85,90.52,7076.01,No,,Statement,06 - FTZ
59561822818,BQNK44312588790,Meridian Home Furnishings,MHF,2025-01-20,2025-01-21,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4403907,VRPK3602738,VN,Vietnam,VNJWL75666,5,9401.71.0011,Upholstered metal-frame seating,438,NMB,109596.92,0.0,0.0,,0.0,,0.0,379.64,137.0,516.64,No,,Daily,06 - FTZ
59561822846,BQMJ92827340922,Pacific Coast Apparel,PCA,2025-03-12,2025-03-12,2025-03-23,2704 (Los Angeles),BDCGP (Chittagong),Ocean,MAERSK LINE,MSKU1787803,PLJR6420301,BD,Bangladesh,BDIYY42586,1,6110.20.2079,"Cotton pullovers, knitted",3897,DOZ,132820.28,16.5,21915.35,,0.0,9903.02.37,49143.5,460.09,166.03,71684.97,No,,Daily,01 - Consumption
59561822891,BQNK55727270776,Summit Athletic Gear,SAG,2025-02-01,2025-02-03,2025-02-15,1001 (New York/Newark),INMAA (Chennai),Ocean,CMA CGM,MSKU9496767,YLYF9373087,IN,India,INUFC62014,1,6211.33.0056,"Men's track suits, man-made fibers",4675,DOZ,133051.11,16.0,21288.18,,0.0,9903.02.26,34593.29,460.89,166.31,56508.67,Yes,Missing Documents,Statement,06 - FTZ
59561822891,BQNK55727270776,Summit Athletic Gear,SAG,2025-02-01,2025-02-03,2025-02-15,1001 (New York/Newark),INMAA (Chennai),Ocean,CMA CGM,MSKU9496767,YLYF9373087,IN,India,INUFC62014,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",976,PRS,122157.8,20.0,24431.56,,0.0,9903.02.26,31761.03,423.15,152.7,56768.44,No,,Daily,01 - Consumption
59561822891,BQNK55727270776,Summit Athletic Gear,SAG,2025-02-01,2025-02-03,2025-02-15,1001 (New York/Newark),INMAA (Chennai),Ocean,CMA CGM,MSKU9496767,YLYF9373087,IN,India,INUFC62014,3,6505.00.8015,Knitted caps/hats,1212,DOZ,53961.15,20.7,11169.96,,0.0,9903.02.26,14029.9,186.92,67.45,25454.23,No,,Daily,01 - Consumption
59561822907,BQLP90883033478,Meridian Home Furnishings,MHF,2025-01-23,2025-01-26,2025-02-04,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3351301,XRXB6366709,CN,China,CNZHX98068,1,9401.71.0011,Upholstered metal-frame seating,679,NMB,149397.28,0.0,0.0,,0.0,,0.0,517.51,186.75,704.26,No,,Daily,01 - Consumption
59561822907,BQLP90883033478,Meridian Home Furnishings,MHF,2025-01-23,2025-01-26,2025-02-04,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3351301,XRXB6366709,CN,China,CNZHX98068,2,9404.90.2000,Pillows and cushions,4510,NMB,80853.96,6.0,4851.24,9903.88.15,6064.05,,0.0,280.08,101.07,11296.44,No,,Daily,01 - Consumption
59561822907,BQLP90883033478,Meridian Home Furnishings,MHF,2025-01-23,2025-01-26,2025-02-04,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3351301,XRXB6366709,CN,China,CNZHX98068,3,7009.92.5000,"Glass mirrors, framed",1544,NMB,9370.49,3.9,365.45,9903.88.15,702.79,,0.0,32.46,11.71,1112.41,No,,Statement,01 - Consumption
59561822907,BQLP90883033478,Meridian Home Furnishings,MHF,2025-01-23,2025-01-26,2025-02-04,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3351301,XRXB6366709,CN,China,CNZHX98068,4,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",1881,M2,7935.21,4.4,349.15,9903.88.15,595.14,,0.0,31.67,9.92,985.88,No,,Daily,01 - Consumption
59561822907,BQLP90883033478,Meridian Home Furnishings,MHF,2025-01-23,2025-01-26,2025-02-04,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU3351301,XRXB6366709,CN,China,CNZHX98068,5,9401.71.0011,Upholstered metal-frame seating,2026,NMB,94263.15,0.0,0.0,9903.88.15,7069.74,,0.0,326.53,117.83,7514.1,No,,Daily,01 - Consumption
59561822917,BQLP80680340601,Summit Athletic Gear,SAG,2024-11-27,2024-11-28,2024-12-10,1701 (Charleston),IDTPP (Tanjung Priok),Ocean,ONE,MSKU5737371,WBZX8623883,ID,Indonesia,IDDQT45906,1,6211.33.0056,"Men's track suits, man-made fibers",1241,DOZ,118171.01,16.0,18907.36,,0.0,,0.0,409.34,147.71,19464.41,No,,Statement,01 - Consumption
59561822917,BQLP80680340601,Summit Athletic Gear,SAG,2024-11-27,2024-11-28,2024-12-10,1701 (Charleston),IDTPP (Tanjung Priok),Ocean,ONE,MSKU5737371,WBZX8623883,ID,Indonesia,IDDQT45906,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",4621,PRS,119365.59,20.0,23873.12,,0.0,,0.0,413.48,149.21,24435.81,No,,Statement,01 - Consumption
59561822917,BQLP80680340601,Summit Athletic Gear,SAG,2024-11-27,2024-11-28,2024-12-10,1701 (Charleston),IDTPP (Tanjung Priok),Ocean,ONE,MSKU5737371,WBZX8623883,ID,Indonesia,IDDQT45906,3,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",4896,PRS,86059.71,20.0,17211.94,,0.0,,0.0,298.11,107.57,17617.62,No,,Daily,01 - Consumption
59561822917,BQLP80680340601,Summit Athletic Gear,SAG,2024-11-27,2024-11-28,2024-12-10,1701 (Charleston),IDTPP (Tanjung Priok),Ocean,ONE,MSKU5737371,WBZX8623883,ID,Indonesia,IDDQT45906,4,9506.62.8040,Inflatable balls,4170,NMB,25174.0,0.0,0.0,,0.0,,0.0,87.2,31.47,118.67,No,,Statement,06 - FTZ
59561822917,BQLP80680340601,Summit Athletic Gear,SAG,2024-11-27,2024-11-28,2024-12-10,1701 (Charleston),IDTPP (Tanjung Priok),Ocean,ONE,MSKU5737371,WBZX8623883,ID,Indonesia,IDDQT45906,5,6505.00.8015,Knitted caps/hats,2137,DOZ,20104.6,20.7,4161.65,,0.0,,0.0,69.64,25.13,4256.42,No,,Statement,06 - FTZ
59561822917,BQLP80680340601,Summit Athletic Gear,SAG,2024-11-27,2024-11-28,2024-12-10,1701 (Charleston),IDTPP (Tanjung Priok),Ocean,ONE,MSKU5737371,WBZX8623883,ID,Indonesia,IDDQT45906,6,4202.92.3031,"Sports bags, outer surface textile",4154,NMB,52623.71,17.6,9261.77,,0.0,,0.0,182.29,65.78,9509.84,No,,Statement,01 - Consumption
59561822959,BQLP89326209659,Pacific Coast Apparel,PCA,2024-10-19,2024-10-19,2024-10-28,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU9871649,TFRJ7356973,VN,Vietnam,VNJDD39223,1,6204.62.4011,"Women's trousers, cotton",2264,DOZ,8853.14,16.6,1469.62,,0.0,,0.0,31.67,11.07,1512.36,No,,Statement,01 - Consumption
59561822959,BQLP89326209659,Pacific Coast Apparel,PCA,2024-10-19,2024-10-19,2024-10-28,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU9871649,TFRJ7356973,VN,Vietnam,VNJDD39223,2,6205.20.2065,"Men's shirts, cotton",1783,DOZ,11131.79,19.7,2192.96,,0.0,,0.0,38.56,13.91,2245.43,No,,Daily,01 - Consumption
59561822959,BQLP89326209659,Pacific Coast Apparel,PCA,2024-10-19,2024-10-19,2024-10-28,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU9871649,TFRJ7356973,VN,Vietnam,VNJDD39223,3,6109.10.0040,"T-shirts, cotton, men's",2653,DOZ,139977.07,16.5,23096.22,,0.0,,0.0,484.88,174.97,23756.07,No,,Daily,01 - Consumption
59561823006,BQMJ79389692611,Summit Athletic Gear,SAG,2025-01-28,2025-01-29,2025-02-10,1001 (New York/Newark),CNSHA (Shanghai),Ocean,ONE,MSKU2690376,UEID9570902,CN,China,CNCGT82564,1,6116.93.8800,"Synthetic fiber gloves, knitted",3814,DOZ/PRS,95529.23,18.6,17768.44,9903.88.15,7164.69,,0.0,330.91,119.41,25383.45,Yes,PGA Review,Daily,01 - Consumption
59561823006,BQMJ79389692611,Summit Athletic Gear,SAG,2025-01-28,2025-01-29,2025-02-10,1001 (New York/Newark),CNSHA (Shanghai),Ocean,ONE,MSKU2690376,UEID9570902,CN,China,CNCGT82564,2,9506.62.8040,Inflatable balls,3049,NMB,142076.79,0.0,0.0,9903.88.15,10655.76,,0.0,492.15,177.6,11325.51,No,,Daily,01 - Consumption
59561823006,BQMJ79389692611,Summit Athletic Gear,SAG,2025-01-28,2025-01-29,2025-02-10,1001 (New York/Newark),CNSHA (Shanghai),Ocean,ONE,MSKU2690376,UEID9570902,CN,China,CNCGT82564,3,6116.93.8800,"Synthetic fiber gloves, knitted",3645,DOZ/PRS,60997.29,18.6,11345.5,9903.88.03,15249.32,,0.0,211.29,76.25,26882.36,No,,Daily,06 - FTZ
59561823006,BQMJ79389692611,Summit Athletic Gear,SAG,2025-01-28,2025-01-29,2025-02-10,1001 (New York/Newark),CNSHA (Shanghai),Ocean,ONE,MSKU2690376,UEID9570902,CN,China,CNCGT82564,4,6116.93.8800,"Synthetic fiber gloves, knitted",37,DOZ/PRS,143688.36,18.6,26726.03,9903.88.03,35922.09,,0.0,497.74,179.61,63325.47,No,,Daily,01 - Consumption
59561823045,BQRS32887071738,Pacific Coast Apparel,PCA,2025-03-13,2025-03-14,2025-03-24,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4274314,KUVH5649146,VN,Vietnam,VNGWU81479,1,6104.63.2006,"Women's trousers, synthetic, knitted",2978,DOZ,68129.93,28.2,19212.64,,0.0,9903.02.46,31339.77,236.0,85.16,50873.57,No,,Statement,01 - Consumption
59561823045,BQRS32887071738,Pacific Coast Apparel,PCA,2025-03-13,2025-03-14,2025-03-24,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4274314,KUVH5649146,VN,Vietnam,VNGWU81479,2,6205.20.2065,"Men's shirts, cotton",1212,DOZ,111483.78,19.7,21962.3,,0.0,9903.02.46,51282.54,386.18,139.35,73770.37,Yes,Missing Documents,Daily,01 - Consumption
59561823045,BQRS32887071738,Pacific Coast Apparel,PCA,2025-03-13,2025-03-14,2025-03-24,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4274314,KUVH5649146,VN,Vietnam,VNGWU81479,3,6204.62.4011,"Women's trousers, cotton",4952,DOZ,108663.11,16.6,18038.08,,0.0,9903.02.46,49985.03,376.41,135.83,68535.35,No,,Daily,01 - Consumption
59561823045,BQRS32887071738,Pacific Coast Apparel,PCA,2025-03-13,2025-03-14,2025-03-24,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU4274314,KUVH5649146,VN,Vietnam,VNGWU81479,4,6205.20.2065,"Men's shirts, cotton",4461,DOZ,124760.58,19.7,24577.83,,0.0,9903.02.46,57389.87,432.17,155.95,82555.82,No,,Statement,01 - Consumption
59561823050,BQRS43389346245,Summit Athletic Gear,SAG,2024-11-26,2024-11-27,2024-12-05,2704 (Los Angeles),CNSHA (Shanghai),Ocean,ONE,MSKU6012350,VIJB8097119,CN,China,CNTWJ92634,1,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",177,PRS,120364.79,20.0,24072.96,9903.88.03,30091.2,,0.0,416.94,150.46,54731.56,No,,Daily,01 - Consumption
59561823050,BQRS43389346245,Summit Athletic Gear,SAG,2024-11-26,2024-11-27,2024-12-05,2704 (Los Angeles),CNSHA (Shanghai),Ocean,ONE,MSKU6012350,VIJB8097119,CN,China,CNTWJ92634,2,6505.00.8015,Knitted caps/hats,4622,DOZ,53838.02,20.7,11144.47,9903.88.15,4037.85,,0.0,186.49,67.3,15436.11,Yes,PGA Review,Daily,01 - Consumption
59561823092,BQMJ99655669116,Summit Athletic Gear,SAG,2024-12-22,2024-12-23,2025-01-03,1701 (Charleston),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU1046916,IFMX4492913,CN,China,CNEOQ99609,1,6211.33.0056,"Men's track suits, man-made fibers",2360,DOZ,101490.71,16.0,16238.51,9903.88.03,25372.68,,0.0,351.56,126.86,42089.61,No,,Daily,01 - Consumption
59561823092,BQMJ99655669116,Summit Athletic Gear,SAG,2024-12-22,2024-12-23,2025-01-03,1701 (Charleston),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU1046916,IFMX4492913,CN,China,CNEOQ99609,2,6116.93.8800,"Synthetic fiber gloves, knitted",737,DOZ/PRS,11968.28,18.6,2226.1,9903.88.03,2992.07,,0.0,41.46,14.96,5274.59,No,,Statement,06 - FTZ
59561823121,BQNK26032695870,Meridian Home Furnishings,MHF,2024-10-04,2024-10-07,2024-10-16,5301 (Houston),BDCGP (Chittagong),Ocean,CMA CGM,MSKU5490514,VUPO5532632,BD,Bangladesh,BDIRZ95413,1,9404.90.2000,Pillows and cushions,2162,NMB,100535.2,6.0,6032.11,,0.0,,0.0,348.25,125.67,6506.03,No,,Statement,01 - Consumption
59561823121,BQNK26032695870,Meridian Home Furnishings,MHF,2024-10-04,2024-10-07,2024-10-16,5301 (Houston),BDCGP (Chittagong),Ocean,CMA CGM,MSKU5490514,VUPO5532632,BD,Bangladesh,BDIRZ95413,2,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",4049,M2,67289.97,4.4,2960.76,,0.0,,0.0,233.09,84.11,3277.96,No,,Daily,06 - FTZ
